"model","length","year","price","url"
"38 ft 2009 Bavaria 38 Cruiser","38","2009","124377","https://au.yachtworld.com/boats/2009/bavaria-38-cruiser-3521127/"
"44 ft 2003 Bavaria 44","44","2003","125850","https://au.yachtworld.com/boats/2003/bavaria-44-3597847/"
"50 ft 2002 Bavaria 50 / VAT PAID","50","2002","126832","https://au.yachtworld.com/boats/2002/bavaria-50-vat-paid-3642871/"
"39 ft 2006 Bavaria 39 Cruiser","39","2006","126832","https://au.yachtworld.com/boats/2006/bavaria-39-cruiser-3647558/"
"47 ft 2007 Bavaria Cruiser 46","47","2007","127650","https://au.yachtworld.com/boats/2007/bavaria-cruiser-46-3584155/"
"44 ft 2002 Bavaria 44","44","2002","127650","https://au.yachtworld.com/boats/2002/bavaria-44-3611276/"
"39 ft 2006 Bavaria Bavaria 39 Cruiser","39","2006","127650","https://au.yachtworld.com/boats/2006/bavaria-bavaria-39-cruiser-2754718/"
"49 ft 2001 Bavaria 47 Cruiser","49","2001","129287","https://au.yachtworld.com/boats/2001/bavaria-47-cruiser-3562923/"
"45 ft 2003 Bavaria Bavaria 44","45","2003","129287","https://au.yachtworld.com/boats/2003/bavaria-bavaria-44-3644944/"
"42 ft 2005 Bavaria 42 Cruiser","42","2005","129287","https://au.yachtworld.com/boats/2005/bavaria-42-cruiser-3513526/"
"40 ft 2008 Bavaria 40 Cruiser","40","2008","129287","https://au.yachtworld.com/boats/2008/bavaria-40-cruiser-3609449/"
"39 ft 2006 Bavaria 39 Cruiser","39","2006","129287","https://au.yachtworld.com/boats/2006/bavaria-39-cruiser-3598013/"
"39 ft 2009 Bavaria 40 Cruiser","39","2009","129287","https://au.yachtworld.com/boats/2009/bavaria-40-cruiser-3150104/"
"39 ft 2010 Bavaria Cruiser 39","39","2010","129287","https://au.yachtworld.com/boats/2010/bavaria-cruiser-39-3538992/"
"38 ft 2003 Bavaria 38","38","2003","129287","https://au.yachtworld.com/boats/2003/bavaria-38-3582143/"
"38 ft 1999 Bavaria 38 Ocean","38","1999","129287","https://au.yachtworld.com/boats/1999/bavaria-38-ocean-3651585/"
"42 ft 2000 Bavaria 42 Cruiser","42","2000","130000","https://au.yachtworld.com/boats/2000/bavaria-42-cruiser-3588788/"
"42 ft 2004 Bavaria 42 Cruiser","42","2004","130105","https://au.yachtworld.com/boats/2004/bavaria-42-cruiser-3145649/"
